date,area,median_salary,life_satisfaction,population_size,number_of_jobs,area_size,no_of_houses
2008-09-30,sutton,25857.0,,185438.5,77750.0,4385.0,78995.25
2008-10-31,sutton,25932.0,,185579.0,78500.0,4385.0,79035.5
2008-11-30,sutton,26007.0,,185719.5,79250.0,4385.0,79075.75
2008-12-31,sutton,26082.0,,185860.0,80000.0,4385.0,79116.0
2009-01-31,sutton,26084.416666666668,,186052.25,79333.33333333333,4385.0,79143.33333333333
2009-02-28,sutton,26086.833333333332,,186244.5,78666.66666666667,4385.0,79170.66666666667
2009-03-31,sutton,26089.25,,186436.75,78000.0,4385.0,79198.0
2009-04-30,sutton,26091.666666666668,,186629.0,77333.33333333333,4385.0,79225.33333333333
2009-05-31,sutton,26094.083333333332,,186821.25,76666.66666666667,4385.0,79252.66666666667
2009-06-30,sutton,26096.5,,187013.5,76000.0,4385.0,79280.0
2009-07-31,sutton,26098.916666666668,,187205.75,75333.33333333333,4385.0,79307.33333333333
2009-08-31,sutton,26101.333333333332,,187398.0,74666.66666666667,4385.0,79334.66666666667
2009-09-30,sutton,26103.75,,187590.25,74000.0,4385.0,79362.0
2009-10-31,sutton,26106.166666666668,,187782.5,73333.33333333333,4385.0,79389.33333333333
2009-11-30,sutton,26108.583333333332,,187974.75,72666.66666666667,4385.0,79416.66666666667
2009-12-31,sutton,26111.0,,188167.0,72000.0,4385.0,79444.0
2010-01-31,sutton,26125.75,,188263.16666666666,72083.33333333333,4385.0,79449.33333333333
2010-02-28,sutton,26140.5,,188359.33333333334,72166.66666666667,4385.0,79454.66666666667
2010-03-31,sutton,26155.25,,188455.5,72250.0,4385.0,79460.0
2010-04-30,sutton,26170.0,,188551.66666666666,72333.33333333333,4385.0,79465.33333333333
2010-05-31,sutton,26184.75,,188647.83333333334,72416.66666666667,4385.0,79470.66666666667
2010-06-30,sutton,26199.5,,188744.0,72500.0,4385.0,79476.0
2010-07-31,sutton,26214.25,,188840.16666666666,72583.33333333333,4385.0,79481.33333333333
2010-08-31,sutton,26229.0,,188936.33333333334,72666.66666666667,4385.0,79486.66666666667
2010-09-30,sutton,26243.75,,189032.5,72750.0,4385.0,79492.0
2010-10-31,sutton,26258.5,,189128.66666666666,72833.33333333333,4385.0,79497.33333333333
2010-11-30,sutton,26273.25,,189224.83333333334,72916.66666666667,4385.0,79502.66666666667
2010-12-31,sutton,26288.0,,189321.0,73000.0,4385.0,79508.0
2011-01-31,sutton,26325.916666666668,,189471.16666666666,73416.66666666667,4385.0,79523.66666666667
2011-02-28,sutton,26363.833333333332,,189621.33333333334,73833.33333333333,4385.0,79539.33333333333
2011-03-31,sutton,26401.75,,189771.5,74250.0,4385.0,79555.0
2011-04-30,sutton,26439.666666666668,,189921.66666666666,74666.66666666667,4385.0,79570.66666666667
2011-05-31,sutton,26477.583333333332,,190071.83333333334,75083.33333333333,4385.0,79586.33333333333
2011-06-30,sutton,26515.5,,190222.0,75500.0,4385.0,79602.0
2011-07-31,sutton,26553.416666666668,,190372.16666666666,75916.66666666667,4385.0,79617.66666666667
2011-08-31,sutton,26591.333333333332,,190522.33333333334,76333.33333333333,4385.0,79633.33333333333
2011-09-30,sutton,26629.25,,190672.5,76750.0,4385.0,79649.0
2011-10-31,sutton,26667.166666666668,,190822.66666666666,77166.66666666667,4385.0,79664.66666666667
2011-11-30,sutton,26705.083333333332,,190972.83333333334,77583.33333333333,4385.0,79680.33333333333
2011-12-31,sutton,26743.0,7.39,191123.0,78000.0,4385.0,79696.0
2012-01-31,sutton,26618.333333333332,7.380833333333333,191331.91666666666,78083.33333333333,4385.0,79744.91666666667
2012-02-29,sutton,26493.666666666668,7.371666666666666,191540.83333333334,78166.66666666667,4385.0,79793.83333333333
2012-03-31,sutton,26369.0,7.3625,191749.75,78250.0,4385.0,79842.75
2012-04-30,sutton,26244.333333333332,7.3533333333333335,191958.66666666666,78333.33333333333,4385.0,79891.66666666667
2012-05-31,sutton,26119.666666666668,7.344166666666666,192167.58333333334,78416.66666666667,4385.0,79940.58333333333
2012-06-30,sutton,25995.0,7.335,192376.5,78500.0,4385.0,79989.5
2012-07-31,sutton,25870.333333333332,7.325833333333334,192585.41666666666,78583.33333333333,4385.0,80038.41666666667
2012-08-31,sutton,25745.666666666668,7.316666666666666,192794.33333333334,78666.66666666667,4385.0,80087.33333333333
2012-09-30,sutton,25621.0,7.3075,193003.25,78750.0,4385.0,80136.25
2012-10-31,sutton,25496.333333333332,7.298333333333334,193212.16666666666,78833.33333333333,4385.0,80185.16666666667
2012-11-30,sutton,25371.666666666668,7.289166666666667,193421.08333333334,78916.66666666667,4385.0,80234.08333333333
2012-12-31,sutton,25247.0,7.28,193630.0,79000.0,4385.0,80283.0
2013-01-31,sutton,25648.166666666668,7.2975,193820.33333333334,78833.33333333333,4385.0,80301.91666666667
2013-02-28,sutton,26049.333333333332,7.315,194010.66666666666,78666.66666666667,4385.0,80320.83333333333
2013-03-31,sutton,26450.5,7.3325000000000005,194201.0,78500.0,4385.0,80339.75
2013-04-30,sutton,26851.666666666668,7.3500000000000005,194391.33333333334,78333.33333333333,4385.0,80358.66666666667
2013-05-31,sutton,27252.833333333332,7.367500000000001,194581.66666666666,78166.66666666667,4385.0,80377.58333333333
2013-06-30,sutton,27654.0,7.385,194772.0,78000.0,4385.0,80396.5
2013-07-31,sutton,28055.166666666668,7.4025,194962.33333333334,77833.33333333333,4385.0,80415.41666666667
2013-08-31,sutton,28456.333333333332,7.42,195152.66666666666,77666.66666666667,4385.0,80434.33333333333
2013-09-30,sutton,28857.5,7.4375,195343.0,77500.0,4385.0,80453.25
2013-10-31,sutton,29258.666666666668,7.455,195533.33333333334,77333.33333333333,4385.0,80472.16666666667
2013-11-30,sutton,29659.833333333336,7.4725,195723.66666666666,77166.66666666667,4385.0,80491.08333333333
2013-12-31,sutton,30061.0,7.49,195914.0,77000.0,4385.0,80510.0
2014-01-31,sutton,29705.666666666668,7.4991666666666665,196099.0,77083.33333333333,4385.0,80535.0
2014-02-28,sutton,29350.333333333332,7.508333333333334,196284.0,77166.66666666667,4385.0,80560.0
2014-03-31,sutton,28995.0,7.5175,196469.0,77250.0,4385.0,80585.0
2014-04-30,sutton,28639.666666666668,7.526666666666666,196654.0,77333.33333333333,4385.0,80610.0
2014-05-31,sutton,28284.333333333332,7.535833333333334,196839.0,77416.66666666667,4385.0,80635.0
2014-06-30,sutton,27929.0,7.545,197024.0,77500.0,4385.0,80660.0
2014-07-31,sutton,27573.666666666668,7.554166666666666,197209.0,77583.33333333333,4385.0,80685.0
2014-08-31,sutton,27218.333333333332,7.5633333333333335,197394.0,77666.66666666667,4385.0,80710.0
2014-09-30,sutton,26863.0,7.5725,197579.0,77750.0,4385.0,80735.0
2014-10-31,sutton,26507.666666666668,7.581666666666666,197764.0,77833.33333333333,4385.0,80760.0
2014-11-30,sutton,26152.333333333332,7.590833333333333,197949.0,77916.66666666667,4385.0,80785.0
2014-12-31,sutton,25797.0,7.6,198134.0,78000.0,4385.0,80810.0
2015-01-31,sutton,25926.833333333332,7.5874999999999995,198301.58333333334,78166.66666666667,4385.0,80845.58333333333
2015-02-28,sutton,26056.666666666668,7.574999999999999,198469.16666666666,78333.33333333333,4385.0,80881.16666666667
2015-03-31,sutton,26186.5,7.5625,198636.75,78500.0,4385.0,80916.75
2015-04-30,sutton,26316.333333333332,7.55,198804.33333333334,78666.66666666667,4385.0,80952.33333333333
2015-05-31,sutton,26446.166666666668,7.5375,198971.91666666666,78833.33333333333,4385.0,80987.91666666667
2015-06-30,sutton,26576.0,7.525,199139.5,79000.0,4385.0,81023.5
2015-07-31,sutton,26705.833333333332,7.5125,199307.08333333334,79166.66666666667,4385.0,81059.08333333333
2015-08-31,sutton,26835.666666666668,7.5,199474.66666666666,79333.33333333333,4385.0,81094.66666666667
2015-09-30,sutton,26965.5,7.4875,199642.25,79500.0,4385.0,81130.25
2015-10-31,sutton,27095.333333333332,7.475,199809.83333333334,79666.66666666667,4385.0,81165.83333333333
2015-11-30,sutton,27225.166666666668,7.4625,199977.41666666666,79833.33333333333,4385.0,81201.41666666667
2015-12-31,sutton,27355.0,7.45,200145.0,80000.0,4385.0,81237.0
2016-01-31,sutton,27435.25,7.4675,200317.91666666666,80333.33333333333,4385.0,81269.58333333333
2016-02-29,sutton,27515.5,7.485,200490.83333333334,80666.66666666667,4385.0,81302.16666666667
2016-03-31,sutton,27595.75,7.5025,200663.75,81000.0,4385.0,81334.75
2016-04-30,sutton,27676.0,7.5200000000000005,200836.66666666666,81333.33333333333,4385.0,81367.33333333333
2016-05-31,sutton,27756.25,7.5375000000000005,201009.58333333334,81666.66666666667,4385.0,81399.91666666667
2016-06-30,sutton,27836.5,7.555,201182.5,82000.0,4385.0,81432.5
2016-07-31,sutton,27916.75,7.5725,201355.41666666666,82333.33333333333,4385.0,81465.08333333333
2016-08-31,sutton,27997.0,7.59,201528.33333333334,82666.66666666667,4385.0,81497.66666666667
2016-09-30,sutton,28077.25,7.6075,201701.25,83000.0,4385.0,81530.25
2016-10-31,sutton,28157.5,7.625,201874.16666666666,83333.33333333333,4385.0,81562.83333333333
2016-11-30,sutton,28237.75,7.6425,202047.08333333334,83666.66666666667,4385.0,81595.41666666667
2016-12-31,sutton,28318.0,7.66,202220.0,84000.0,4385.0,81628.0
2017-01-31,sutton,28286.916666666668,7.680833333333333,202305.25,84083.33333333333,4385.0,81682.41666666667
2017-02-28,sutton,28255.833333333332,7.701666666666667,202390.5,84166.66666666667,4385.0,81736.83333333333
2017-03-31,sutton,28224.75,7.7225,202475.75,84250.0,4385.0,81791.25
2017-04-30,sutton,28193.666666666668,7.743333333333333,202561.0,84333.33333333333,4385.0,81845.66666666667
2017-05-31,sutton,28162.583333333332,7.764166666666667,202646.25,84416.66666666667,4385.0,81900.08333333333
2017-06-30,sutton,28131.5,7.785,202731.5,84500.0,4385.0,81954.5
2017-07-31,sutton,28100.416666666668,7.805833333333333,202816.75,84583.33333333333,4385.0,82008.91666666667
2017-08-31,sutton,28069.333333333332,7.826666666666667,202902.0,84666.66666666667,4385.0,82063.33333333333
2017-09-30,sutton,28038.25,7.8475,202987.25,84750.0,4385.0,82117.75
2017-10-31,sutton,28007.166666666668,7.868333333333333,203072.5,84833.33333333333,4385.0,82172.16666666667
2017-11-30,sutton,27976.083333333332,7.889166666666667,203157.75,84916.66666666667,4385.0,82226.58333333333
2017-12-31,sutton,27945.0,7.91,203243.0,85000.0,4385.0,82281.0
2018-01-31,sutton,28020.666666666668,7.9075,203349.83333333334,84416.66666666667,4385.0,82339.08333333333
2018-02-28,sutton,28096.333333333332,7.905,203456.66666666666,83833.33333333333,4385.0,82397.16666666667
2018-03-31,sutton,28172.0,7.9025,203563.5,83250.0,4385.0,82455.25
2018-04-30,sutton,28247.666666666668,7.9,203670.33333333334,82666.66666666667,4385.0,82513.33333333333
2018-05-31,sutton,28323.333333333332,7.8975,203777.16666666666,82083.33333333333,4385.0,82571.41666666667
2018-06-30,sutton,28399.0,7.895,203884.0,81500.0,4385.0,82629.5
2018-07-31,sutton,28474.666666666668,7.8925,203990.83333333334,80916.66666666667,4385.0,82687.58333333333
2018-08-31,sutton,28550.333333333332,7.89,204097.66666666666,80333.33333333333,4385.0,82745.66666666667
2018-09-30,sutton,28626.0,7.8875,204204.5,79750.0,4385.0,82803.75
2018-10-31,sutton,28701.666666666668,7.885,204311.33333333334,79166.66666666667,4385.0,82861.83333333333
2018-11-30,sutton,28777.333333333332,7.8825,204418.16666666666,78583.33333333333,4385.0,82919.91666666667
2018-12-31,sutton,28853.0,7.88,204525.0,78000.0,4385.0,82978.0
2019-01-31,sutton,29194.166666666668,7.88,204525.0,78000.0,4385.0,82978.0
2019-02-28,sutton,29535.333333333332,7.88,204525.0,78000.0,4385.0,82978.0
2019-03-31,sutton,29876.5,7.88,204525.0,78000.0,4385.0,82978.0
2019-04-30,sutton,30217.666666666668,7.88,204525.0,78000.0,4385.0,82978.0
2019-05-31,sutton,30558.833333333332,7.88,204525.0,78000.0,4385.0,82978.0
2019-06-30,sutton,30900.0,7.88,204525.0,78000.0,4385.0,82978.0
2019-07-31,sutton,31241.166666666668,7.88,204525.0,78000.0,4385.0,82978.0
2019-08-31,sutton,31582.333333333332,7.88,204525.0,78000.0,4385.0,82978.0
2019-09-30,sutton,31923.5,7.88,204525.0,78000.0,4385.0,82978.0
2019-10-31,sutton,32264.666666666668,7.88,204525.0,78000.0,4385.0,82978.0
2019-11-30,sutton,32605.833333333332,7.88,204525.0,78000.0,4385.0,82978.0
2019-12-31,sutton,32947.0,7.88,204525.0,78000.0,4385.0,82978.0
1999-12-31,tower hamlets,26376.0,,193507.0,,,
2000-01-31,tower hamlets,26548.416666666668,,193809.16666666666,,,
2000-02-29,tower hamlets,26720.833333333332,,194111.33333333334,,,
2000-03-31,tower hamlets,26893.25,,194413.5,,,
2000-04-30,tower hamlets,27065.666666666668,,194715.66666666666,,,
2000-05-31,tower hamlets,27238.083333333332,,195017.83333333334,,,
2000-06-30,tower hamlets,27410.5,,195320.0,,,
2000-07-31,tower hamlets,27582.916666666668,,195622.16666666666,,,
2000-08-31,tower hamlets,27755.333333333332,,195924.33333333334,,,
2000-09-30,tower hamlets,27927.75,,196226.5,,,
2000-10-31,tower hamlets,28100.166666666668,,196528.66666666666,,,
2000-11-30,tower hamlets,28272.583333333332,,196830.83333333334,,,
2000-12-31,tower hamlets,28445.0,,197133.0,152000.0,,
2001-01-31,tower hamlets,28677.25,,197462.75,153250.0,,
2001-02-28,tower hamlets,28909.5,,197792.5,154500.0,,
2001-03-31,tower hamlets,29141.75,,198122.25,155750.0,,
2001-04-30,tower hamlets,29374.0,,198452.0,157000.0,,
2001-05-31,tower hamlets,29606.25,,198781.75,158250.0,,
2001-06-30,tower hamlets,29838.5,,199111.5,159500.0,,
2001-07-31,tower hamlets,30070.75,,199441.25,160750.0,,
2001-08-31,tower hamlets,30303.0,,199771.0,162000.0,,
2001-09-30,tower hamlets,30535.25,,200100.75,163250.0,,
2001-10-31,tower hamlets,30767.5,,200430.5,164500.0,,
2001-11-30,tower hamlets,30999.75,,200760.25,165750.0,,
2001-12-31,tower hamlets,31232.0,,201090.0,167000.0,2158.0,80225.0
2002-01-31,tower hamlets,31226.666666666668,,201585.08333333334,166416.66666666666,2158.0,80388.33333333333
2002-02-28,tower hamlets,31221.333333333332,,202080.16666666666,165833.33333333334,2158.0,80551.66666666667
2002-03-31,tower hamlets,31216.0,,202575.25,165250.0,2158.0,80715.0
2002-04-30,tower hamlets,31210.666666666668,,203070.33333333334,164666.66666666666,2158.0,80878.33333333333
2002-05-31,tower hamlets,31205.333333333332,,203565.41666666666,164083.33333333334,2158.0,81041.66666666667
2002-06-30,tower hamlets,31200.0,,204060.5,163500.0,2158.0,81205.0
2002-07-31,tower hamlets,31194.666666666668,,204555.58333333334,162916.66666666666,2158.0,81368.33333333333
2002-08-31,tower hamlets,31189.333333333332,,205050.66666666666,162333.33333333334,2158.0,81531.66666666667
2002-09-30,tower hamlets,31184.0,,205545.75,161750.0,2158.0,81695.0
2002-10-31,tower hamlets,31178.666666666668,,206040.83333333334,161166.66666666666,2158.0,81858.33333333333
2002-11-30,tower hamlets,31173.333333333332,,206535.91666666666,160583.33333333334,2158.0,82021.66666666667
2002-12-31,tower hamlets,31168.0,,207031.0,160000.0,2158.0,82185.0
2003-01-31,tower hamlets,31427.416666666668,,207166.0,160333.33333333334,2158.0,82307.83333333333
2003-02-28,tower hamlets,31686.833333333332,,207301.0,160666.66666666666,2158.0,82430.66666666667
2003-03-31,tower hamlets,31946.25,,207436.0,161000.0,2158.0,82553.5
2003-04-30,tower hamlets,32205.666666666668,,207571.0,161333.33333333334,2158.0,82676.33333333333
2003-05-31,tower hamlets,32465.083333333332,,207706.0,161666.66666666666,2158.0,82799.16666666667
2003-06-30,tower hamlets,32724.5,,207841.0,162000.0,2158.0,82922.0
2003-07-31,tower hamlets,32983.916666666664,,207976.0,162333.33333333334,2158.0,83044.83333333333
2003-08-31,tower hamlets,33243.333333333336,,208111.0,162666.66666666666,2158.0,83167.66666666667
2003-09-30,tower hamlets,33502.75,,208246.0,163000.0,2158.0,83290.5
2003-10-31,tower hamlets,33762.166666666664,,208381.0,163333.33333333334,2158.0,83413.33333333333
2003-11-30,tower hamlets,34021.583333333336,,208516.0,163666.66666666666,2158.0,83536.16666666667
2003-12-31,tower hamlets,34281.0,,208651.0,164000.0,2158.0,83659.0
2004-01-31,tower hamlets,34684.916666666664,,208859.58333333334,166333.33333333334,2158.0,83799.16666666667
2004-02-29,tower hamlets,35088.833333333336,,209068.16666666666,168666.66666666666,2158.0,83939.33333333333
2004-03-31,tower hamlets,35492.75,,209276.75,171000.0,2158.0,84079.5
2004-04-30,tower hamlets,35896.666666666664,,209485.33333333334,173333.33333333334,2158.0,84219.66666666667
2004-05-31,tower hamlets,36300.583333333336,,209693.91666666666,175666.66666666666,2158.0,84359.83333333333
2004-06-30,tower hamlets,36704.5,,209902.5,178000.0,2158.0,84500.0
2004-07-31,tower hamlets,37108.416666666664,,210111.08333333334,180333.33333333334,2158.0,84640.16666666667
2004-08-31,tower hamlets,37512.333333333336,,210319.66666666666,182666.66666666666,2158.0,84780.33333333333
2004-09-30,tower hamlets,37916.25,,210528.25,185000.0,2158.0,84920.5
2004-10-31,tower hamlets,38320.166666666664,,210736.83333333334,187333.33333333334,2158.0,85060.66666666667
2004-11-30,tower hamlets,38724.083333333336,,210945.41666666666,189666.66666666666,2158.0,85200.83333333333
2004-12-31,tower hamlets,39128.0,,211154.0,192000.0,2158.0,85341.0
2005-01-31,tower hamlets,39158.416666666664,,211339.66666666666,192500.0,2158.0,85594.25
2005-02-28,tower hamlets,39188.833333333336,,211525.33333333334,193000.0,2158.0,85847.5
2005-03-31,tower hamlets,39219.25,,211711.0,193500.0,2158.0,86100.75
2005-04-30,tower hamlets,39249.666666666664,,211896.66666666666,194000.0,2158.0,86354.0
2005-05-31,tower hamlets,39280.083333333336,,212082.33333333334,194500.0,2158.0,86607.25
2005-06-30,tower hamlets,39310.5,,212268.0,195000.0,2158.0,86860.5
2005-07-31,tower hamlets,39340.916666666664,,212453.66666666666,195500.0,2158.0,87113.75
2005-08-31,tower hamlets,39371.333333333336,,212639.33333333334,196000.0,2158.0,87367.0
2005-09-30,tower hamlets,39401.75,,212825.0,196500.0,2158.0,87620.25
2005-10-31,tower hamlets,39432.166666666664,,213010.66666666666,197000.0,2158.0,87873.5
2005-11-30,tower hamlets,39462.583333333336,,213196.33333333334,197500.0,2158.0,88126.75
2005-12-31,tower hamlets,39493.0,,213382.0,198000.0,2158.0,88380.0
2006-01-31,tower hamlets,39449.833333333336,,213800.16666666666,198416.66666666666,2158.0,88628.0
2006-02-28,tower hamlets,39406.666666666664,,214218.33333333334,198833.33333333334,2158.0,88876.0
2006-03-31,tower hamlets,39363.5,,214636.5,199250.0,2158.0,89124.0
2006-04-30,tower hamlets,39320.333333333336,,215054.66666666666,199666.66666666666,2158.0,89372.0
2006-05-31,tower hamlets,39277.166666666664,,215472.83333333334,200083.33333333334,2158.0,89620.0
2006-06-30,tower hamlets,39234.0,,215891.0,200500.0,2158.0,89868.0
2006-07-31,tower hamlets,39190.833333333336,,216309.16666666666,200916.66666666666,2158.0,90116.0
2006-08-31,tower hamlets,39147.666666666664,,216727.33333333334,201333.33333333334,2158.0,90364.0
2006-09-30,tower hamlets,39104.5,,217145.5,201750.0,2158.0,90612.0
2006-10-31,tower hamlets,39061.333333333336,,217563.66666666666,202166.66666666666,2158.0,90860.0
2006-11-30,tower hamlets,39018.166666666664,,217981.83333333334,202583.33333333334,2158.0,91108.0
2006-12-31,tower hamlets,38975.0,,218400.0,203000.0,2158.0,91356.0
2007-01-31,tower hamlets,39153.5,,218970.91666666666,203666.66666666666,2158.0,91607.41666666667
2007-02-28,tower hamlets,39332.0,,219541.83333333334,204333.33333333334,2158.0,91858.83333333333
2007-03-31,tower hamlets,39510.5,,220112.75,205000.0,2158.0,92110.25
2007-04-30,tower hamlets,39689.0,,220683.66666666666,205666.66666666666,2158.0,92361.66666666667
2007-05-31,tower hamlets,39867.5,,221254.58333333334,206333.33333333334,2158.0,92613.08333333333
2007-06-30,tower hamlets,40046.0,,221825.5,207000.0,2158.0,92864.5
2007-07-31,tower hamlets,40224.5,,222396.41666666666,207666.66666666666,2158.0,93115.91666666667
2007-08-31,tower hamlets,40403.0,,222967.33333333334,208333.33333333334,2158.0,93367.33333333333
2007-09-30,tower hamlets,40581.5,,223538.25,209000.0,2158.0,93618.75
2007-10-31,tower hamlets,40760.0,,224109.16666666666,209666.66666666666,2158.0,93870.16666666667
2007-11-30,tower hamlets,40938.5,,224680.08333333334,210333.33333333334,2158.0,94121.58333333333
2007-12-31,tower hamlets,41117.0,,225251.0,211000.0,2158.0,94373.0
2008-01-31,tower hamlets,41180.583333333336,,225804.5,211750.0,2158.0,94592.75
2008-02-29,tower hamlets,41244.166666666664,,226358.0,212500.0,2158.0,94812.5
2008-03-31,tower hamlets,41307.75,,226911.5,213250.0,2158.0,95032.25
2008-04-30,tower hamlets,41371.333333333336,,227465.0,214000.0,2158.0,95252.0
2008-05-31,tower hamlets,41434.916666666664,,228018.5,214750.0,2158.0,95471.75
2008-06-30,tower hamlets,41498.5,,228572.0,215500.0,2158.0,95691.5
2008-07-31,tower hamlets,41562.083333333336,,229125.5,216250.0,2158.0,95911.25
2008-08-31,tower hamlets,41625.666666666664,,229679.0,217000.0,2158.0,96131.0
2008-09-30,tower hamlets,41689.25,,230232.5,217750.0,2158.0,96350.75
2008-10-31,tower hamlets,41752.833333333336,,230786.0,218500.0,2158.0,96570.5
2008-11-30,tower hamlets,41816.416666666664,,231339.5,219250.0,2158.0,96790.25
2008-12-31,tower hamlets,41880.0,,231893.0,220000.0,2158.0,97010.0
2009-01-31,tower hamlets,42055.583333333336,,232609.83333333334,219750.0,2158.0,97298.41666666667
2009-02-28,tower hamlets,42231.166666666664,,233326.66666666666,219500.0,2158.0,97586.83333333333
2009-03-31,tower hamlets,42406.75,,234043.5,219250.0,2158.0,97875.25
2009-04-30,tower hamlets,42582.333333333336,,234760.33333333334,219000.0,2158.0,98163.66666666667
2009-05-31,tower hamlets,42757.916666666664,,235477.16666666666,218750.0,2158.0,98452.08333333333
2009-06-30,tower hamlets,42933.5,,236194.0,218500.0,2158.0,98740.5
2009-07-31,tower hamlets,43109.083333333336,,236910.83333333334,218250.0,2158.0,99028.91666666667
2009-08-31,tower hamlets,43284.666666666664,,237627.66666666666,218000.0,2158.0,99317.33333333333
2009-09-30,tower hamlets,43460.25,,238344.5,217750.0,2158.0,99605.75
2009-10-31,tower hamlets,43635.833333333336,,239061.33333333334,217500.0,2158.0,99894.16666666667
2009-11-30,tower hamlets,43811.416666666664,,239778.16666666666,217250.0,2158.0,100182.58333333333
2009-12-31,tower hamlets,43987.0,,240495.0,217000.0,2158.0,100471.0
2010-01-31,tower hamlets,44025.0,,241163.75,217500.0,2158.0,100724.16666666667
2010-02-28,tower hamlets,44063.0,,241832.5,218000.0,2158.0,100977.33333333333
2010-03-31,tower hamlets,44101.0,,242501.25,218500.0,2158.0,101230.5
2010-04-30,tower hamlets,44139.0,,243170.0,219000.0,2158.0,101483.66666666667
2010-05-31,tower hamlets,44177.0,,243838.75,219500.0,2158.0,101736.83333333333
2010-06-30,tower hamlets,44215.0,,244507.5,220000.0,2158.0,101990.0
2010-07-31,tower hamlets,44253.0,,245176.25,220500.0,2158.0,102243.16666666667
2010-08-31,tower hamlets,44291.0,,245845.0,221000.0,2158.0,102496.33333333333
2010-09-30,tower hamlets,44329.0,,246513.75,221500.0,2158.0,102749.5
2010-10-31,tower hamlets,44367.0,,247182.5,222000.0,2158.0,103002.66666666667
2010-11-30,tower hamlets,44405.0,,247851.25,222500.0,2158.0,103255.83333333333
2010-12-31,tower hamlets,44443.0,,248520.0,223000.0,2158.0,103509.0
2011-01-31,tower hamlets,44570.25,,249144.33333333334,225333.33333333334,2158.0,103664.83333333333
2011-02-28,tower hamlets,44697.5,,249768.66666666666,227666.66666666666,2158.0,103820.66666666667
2011-03-31,tower hamlets,44824.75,,250393.0,230000.0,2158.0,103976.5
2011-04-30,tower hamlets,44952.0,,251017.33333333334,232333.33333333334,2158.0,104132.33333333333
2011-05-31,tower hamlets,45079.25,,251641.66666666666,234666.66666666666,2158.0,104288.16666666667
2011-06-30,tower hamlets,45206.5,,252266.0,237000.0,2158.0,104444.0
2011-07-31,tower hamlets,45333.75,,252890.33333333334,239333.33333333334,2158.0,104599.83333333333
2011-08-31,tower hamlets,45461.0,,253514.66666666666,241666.66666666666,2158.0,104755.66666666667
2011-09-30,tower hamlets,45588.25,,254139.0,244000.0,2158.0,104911.5
2011-10-31,tower hamlets,45715.5,,254763.33333333334,246333.33333333334,2158.0,105067.33333333333
2011-11-30,tower hamlets,45842.75,,255387.66666666666,248666.66666666666,2158.0,105223.16666666667
2011-12-31,tower hamlets,45970.0,7.02,256012.0,251000.0,2158.0,105379.0
2012-01-31,tower hamlets,45879.166666666664,7.045,256594.58333333334,251166.66666666666,2158.0,105618.58333333333
2012-02-29,tower hamlets,45788.333333333336,7.069999999999999,257177.16666666666,251333.33333333334,2158.0,105858.16666666667
2012-03-31,tower hamlets,45697.5,7.095,257759.75,251500.0,2158.0,106097.75
2012-04-30,tower hamlets,45606.666666666664,7.12,258342.33333333334,251666.66666666666,2158.0,106337.33333333333
2012-05-31,tower hamlets,45515.833333333336,7.145,258924.91666666666,251833.33333333334,2158.0,106576.91666666667
2012-06-30,tower hamlets,45425.0,7.17,259507.5,252000.0,2158.0,106816.5
2012-07-31,tower hamlets,45334.166666666664,7.195,260090.08333333334,252166.66666666666,2158.0,107056.08333333333
2012-08-31,tower hamlets,45243.333333333336,7.22,260672.66666666666,252333.33333333334,2158.0,107295.66666666667
2012-09-30,tower hamlets,45152.5,7.245,261255.25,252500.0,2158.0,107535.25
2012-10-31,tower hamlets,45061.666666666664,7.2700000000000005,261837.83333333334,252666.66666666666,2158.0,107774.83333333333
2012-11-30,tower hamlets,44970.833333333336,7.295,262420.4166666667,252833.33333333334,2158.0,108014.41666666667
2012-12-31,tower hamlets,44880.0,7.32,263003.0,253000.0,2158.0,108254.0
2013-01-31,tower hamlets,45010.083333333336,7.335,263826.9166666667,254333.33333333334,2158.0,108334.08333333333
2013-02-28,tower hamlets,45140.166666666664,7.3500000000000005,264650.8333333333,255666.66666666666,2158.0,108414.16666666667
2013-03-31,tower hamlets,45270.25,7.365,265474.75,257000.0,2158.0,108494.25
2013-04-30,tower hamlets,45400.333333333336,7.38,266298.6666666667,258333.33333333334,2158.0,108574.33333333333
2013-05-31,tower hamlets,45530.416666666664,7.3950000000000005,267122.5833333333,259666.66666666666,2158.0,108654.41666666667
2013-06-30,tower hamlets,45660.5,7.41,267946.5,261000.0,2158.0,108734.5
2013-07-31,tower hamlets,45790.583333333336,7.425,268770.4166666667,262333.3333333333,2158.0,108814.58333333333
2013-08-31,tower hamlets,45920.666666666664,7.44,269594.3333333333,263666.6666666667,2158.0,108894.66666666667
2013-09-30,tower hamlets,46050.75,7.455,270418.25,265000.0,2158.0,108974.75
2013-10-31,tower hamlets,46180.833333333336,7.47,271242.1666666667,266333.3333333333,2158.0,109054.83333333333
2013-11-30,tower hamlets,46310.916666666664,7.485,272066.0833333333,267666.6666666667,2158.0,109134.91666666667
2013-12-31,tower hamlets,46441.0,7.5,272890.0,269000.0,2158.0,109215.0
2014-01-31,tower hamlets,46596.666666666664,7.503333333333333,273817.0833333333,269750.0,2158.0,109270.0
2014-02-28,tower hamlets,46752.333333333336,7.506666666666667,274744.1666666667,270500.0,2158.0,109325.0
